Id,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
4637,Hyundai i10 Magna 1.2 iTech SE,2012,270000,56000,Petrol,Individual,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5.0
4638,Mahindra XUV500 W10 2WD,2015,850000,140000,Diesel,Individual,Manual,First Owner,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0
4639,Maruti A-Star Vxi,2009,130000,90000,Petrol,Individual,Manual,Second Owner,19.0 kmpl,998 CC,66.1 bhp,90Nm@ 3500rpm,5.0
4640,Chevrolet Enjoy TCDi LTZ 7 Seater,2013,450000,60000,Diesel,Individual,Manual,First Owner,18.2 kmpl,1248 CC,73.8 bhp,172.5Nm@ 1750rpm,7.0
4641,Tata Indigo CS LE (TDI) BS-III,2008,100000,120000,Diesel,Individual,Manual,Third Owner,19.09 kmpl,1396 CC,69 bhp,135Nm@ 2500rpm,5.0
4642,Maruti Ciaz ZDi Plus SHVS,2017,750000,53000,Diesel,Individual,Manual,First Owner,28.09 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0
4643,Hyundai i20 Asta Option 1.4 CRDi,2015,650000,80000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0
4644,Hyundai EON Sportz,2016,300000,35000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0
4645,Maruti Swift VXI,2019,585000,10000,Petrol,Individual,Manual,First Owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
4646,Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0 kmpl,1969 CC,190 bhp,400Nm,5.0
4647,Datsun GO Plus T VDC,2019,590000,4000,Petrol,Individual,Manual,First Owner,19.72 kmpl,1198 CC,67 bhp,104Nm@ 4000rpm,7.0
4648,Hyundai i20 Asta 1.4 CRDi (Diesel),2010,350000,148000,Diesel,Individual,Manual,Second Owner,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5.0
4649,Mercedes-Benz GLC 220d 4MATIC,2017,3300000,60000,Diesel,Dealer,Automatic,First Owner,0.0 kmpl,1950 CC,194 bhp,400nm@ 2800rpm,5.0
4650,Mahindra Xylo E4 BS IV,2010,250000,60000,Diesel,Individual,Manual,Second Owner,14.0 kmpl,2498 CC,112 bhp,260 Nm at 1800-2200 rpm,7.0
4651,Maruti Swift VXI Optional,2016,450000,64000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
4652,Honda City i DTec SV,2017,650000,47000,Diesel,Individual,Manual,Second Owner,26.0 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0
4653,Hyundai Santro GS zipDrive - Euro I,2002,100000,120000,Petrol,Individual,Manual,Fourth & Above Owner,,,,,
4654,Fiat Grande Punto EVO 1.2 Dynamic,2015,350000,60000,Petrol,Individual,Manual,Third Owner,15.8 kmpl,1172 CC,67.1 bhp,96Nm@ 2500rpm,5.0
4655,Hyundai Verna 1.6 SX,2012,450000,72000,Diesel,Individual,Manual,Second Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5.0
4656,Hyundai i10 Sportz AT,2013,290000,50000,Petrol,Individual,Automatic,First Owner,16.95 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5.0
4657,Honda Amaze S CVT Petrol BSIV,2019,680000,15000,Petrol,Individual,Automatic,First Owner,19.0 kmpl,1199 CC,88.76 bhp,110Nm@ 4800rpm,5.0
4658,BMW 3 Series 320d,2017,3200000,13663,Diesel,Dealer,Automatic,First Owner,22.69 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5.0
4659,Mahindra Bolero 2011-2019 Plus AC,2014,550000,76000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1440-2200rpm,9.0
4660,Chevrolet Sail 1.2 LS ABS,2014,310000,35000,Petrol,Individual,Manual,First Owner,18.2 kmpl,1199 CC,82.4 bhp,108.5Nm@ 5000rpm,5.0
4661,Maruti Swift VDI,2013,445000,70000,Diesel,Dealer,Manual,Second Owner,28.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
4662,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5.0
4663,Volkswagen Vento 1.5 TDI Highline AT,2014,411000,90000,Diesel,Individual,Automatic,Second Owner,21.21 kmpl,1498 CC,103.2 bhp,250Nm@ 1500-2500rpm,5.0
4664,Hyundai Santro LS zipPlus,2000,140000,50000,Petrol,Individual,Manual,Second Owner,,,,,
4665,Ford EcoSport 1.5 TDCi Titanium Plus BE BSIV,2018,925000,50699,Diesel,Dealer,Manual,First Owner,22.77 kmpl,1498 CC,98.59 bhp,205Nm@ 1750-3250rpm,5.0
4666,Mahindra KUV 100 G80 K4 Plus 5Str,2018,445000,19700,Petrol,Individual,Manual,First Owner,18.15 kmpl,1198 CC,82 bhp,115Nm@ 3500-3600rpm,5.0
4667,Mahindra TUV 300 T8 AMT,2016,600000,90000,Diesel,Individual,Automatic,Second Owner,18.49 kmpl,1493 CC,100 bhp,230Nm@ 1500-2250rpm,7.0
4668,Chevrolet Spark 1.0 LS,2010,140000,100000,Petrol,Individual,Manual,Second Owner,18.0 kmpl,995 CC,62 bhp,90.3Nm@ 4200rpm,5.0
4669,Hyundai Elite i20 Magna Plus BSIV,2019,600000,10000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.86 bhp,117nm@ 4000rpm,5.0
4670,Chevrolet Spark 1.0,2010,80000,80000,Petrol,Individual,Manual,Second Owner,18.0 kmpl,995 CC,62 bhp,90.3Nm@ 4200rpm,5.0
4671,Mahindra Verito 1.6 G6 Executive BSIII,2013,350000,70000,Petrol,Individual,Manual,First Owner,13.87 kmpl,1598 CC,86 bhp,128Nm@ 3100rpm,5.0
4672,Ford Figo Aspire 1.5 TDCi Trend,2015,459999,32000,Diesel,Individual,Manual,Second Owner,25.83 kmpl,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5.0
4673,Maruti Alto LXi,2012,220000,111000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0
4674,Renault KWID RXT,2015,210000,210000,Petrol,Individual,Manual,Second Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5.0
4675,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37 kmpl,2487 CC,214.56 bhp,202Nm@ 3600-5200rpm,5.0
4676,Mahindra Bolero Power Plus LX,2017,660000,80000,Diesel,Individual,Manual,First Owner,16.5 kmpl,1493 CC,70 bhp,195Nm@ 1400-2200rpm,7.0
4677,Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,1365000,80800,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1400-3400rpm,8.0
4678,Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0 kmpl,1969 CC,190 bhp,400Nm,5.0
4679,BMW 3 Series 320d Luxury Line,2012,1300000,140000,Diesel,Individual,Automatic,Second Owner,18.88 kmpl,1995 CC,184 bhp,380Nm@ 1750-2750rpm,5.0
4680,Ford Figo Diesel EXI,2011,300000,80000,Diesel,Individual,Manual,First Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5.0
4681,Honda Brio 1.2 VX MT,2014,325000,52442,Petrol,Trustmark Dealer,Manual,Second Owner,18.5 kmpl,1198 CC,86.8 bhp,109Nm@ 4500rpm,5.0
4682,Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0 kmpl,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm,5.0
4683,Mahindra Bolero 2011-2019 DI - AC BS III,2016,550000,150000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,63 bhp,180Nm@ 1440-1500rpm,9.0
4684,Maruti Wagon R LXI,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0
4685,Maruti 800 AC,2005,45000,55425,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4.0
4686,Toyota Innova 2.5 GX (Diesel) 8 Seater,2013,819999,110000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,8.0
4687,Mahindra TUV 300 T10,2018,775000,50000,Diesel,Individual,Manual,Second Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7.0
4688,Mahindra Bolero 2011-2019 SLX,2013,550000,60000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0
4689,Hyundai i20 2015-2017 Sportz 1.2,2017,666000,13000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0
4690,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,7.0
4691,Mahindra Scorpio EX,2014,540000,110000,Diesel,Individual,Manual,First Owner,14.0 kmpl,2523 CC,75 bhp,200Nm@ 1400-2200rpm,8.0
4692,Mahindra TUV 300 mHAWK100 T8 Dual Tone,2017,750000,60000,Diesel,Individual,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7.0
4693,Hyundai Creta 1.6 CRDi SX,2015,850000,108000,Diesel,Individual,Manual,First Owner,19.67 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5.0
4694,Maruti Swift VDI BSIV,2015,545000,180000,Diesel,Individual,Manual,First Owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
4695,Tata Indigo LX,2009,85000,80000,Diesel,Individual,Manual,Second Owner,17.0 kmpl,1405 CC,70 bhp,"13.5@ 2,500(kgm@ rpm)",5.0
4696,Hyundai EON Era,2011,160000,57000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0
4697,Maruti Baleno Sigma 1.2,2019,500000,10000,Petrol,Individual,Manual,First Owner,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm,5.0
4698,Ford Aspire Trend Diesel BSIV,2018,530000,80000,Diesel,Individual,Manual,First Owner,26.1 kmpl,1498 CC,99.23 bhp,215Nm@ 1750-3000rpm,5.0
4699,Chevrolet Beat Diesel LT,2011,221000,56000,Diesel,Dealer,Manual,Second Owner,25.44 kmpl,936 CC,57.6 bhp,150Nm@ 1750rpm,5.0
4700,Mahindra Bolero 2011-2019 SLX,2015,550000,30000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0
4701,Maruti Alto K10 VXI,2015,300000,40000,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0
4702,Maruti Ciaz Alpha Diesel,2019,1025000,32000,Diesel,Individual,Manual,First Owner,28.09 kmpl,1248 CC,88.50 bhp,200Nm@ 1750rpm,5.0
4703,Maruti Ertiga VXI,2015,423000,60000,Petrol,Individual,Manual,Second Owner,16.02 kmpl,1373 CC,93.7 bhp,130Nm@ 4000rpm,7.0
4704,Hyundai Verna 1.6 SX,2012,420000,100000,Diesel,Individual,Manual,Second Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5.0
4705,Hyundai i20 Active 1.2 SX with AVN,2016,530000,120000,Petrol,Individual,Manual,Second Owner,17.19 kmpl,1197 CC,81.86 bhp,114.73Nm@ 4000rpm,5.0
4706,Hyundai Grand i10 Sportz,2015,411000,25000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0
4707,Mahindra KUV 100 D75 K6 Plus,2020,480000,44665,Diesel,Individual,Manual,First Owner,25.32 kmpl,1198 CC,77 bhp,190Nm@ 1750-2250rpm,6.0
4708,Hyundai Santro DX,2003,55000,120000,Petrol,Individual,Manual,Third Owner,,,,,
4709,Jeep Compass 2.0 Limited,2017,1650000,50000,Diesel,Individual,Manual,First Owner,17.1 kmpl,1956 CC,170 bhp,350Nm@ 1750-2500rpm,5.0
4710,Maruti Alto LXi,2009,170000,59000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0
4711,Hyundai Getz GLX,2005,95000,120000,Petrol,Individual,Manual,Fourth & Above Owner,15.3 kmpl,1341 CC,83 bhp,115Nm@ 3200rpm,5.0
4712,Mercedes-Benz B Class B180,2014,1450000,27800,Diesel,Dealer,Automatic,Second Owner,14.8 kmpl,2143 CC,120.7 bhp,200Nm@ 1250-4000rpm,5.0
4713,Tata Safari Storme EX,2016,650000,50000,Diesel,Individual,Manual,Third Owner,14.1 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,7.0
4714,Maruti Swift VXI,2013,450000,35000,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5.0
4715,Ford Figo Petrol Titanium,2010,229999,120000,Petrol,Individual,Manual,Third Owner,15.6 kmpl,1196 CC,70 bhp,102Nm@ 4000rpm,5.0
4716,Maruti Swift VDI BSIV,2010,300000,120000,Diesel,Individual,Manual,Second Owner,,,,,
4717,Maruti Wagon R VXI 1.2,2014,300000,35000,Petrol,Individual,Manual,First Owner,20.52 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
4718,Tata Indigo eCS LX BSIV,2012,246000,35000,Diesel,Individual,Manual,Second Owner,23.03 kmpl,1396 CC,69 bhp,140Nm@ 1800-3000rpm,5.0
4719,Tata Safari Storme EX,2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,7.0
4720,Maruti Swift VDI,2012,425000,56000,Diesel,Individual,Manual,Second Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
4721,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5.0
4722,Maruti Swift VXI Optional,2016,550000,20000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
4723,Mahindra Scorpio 1.99 S4 Plus,2015,650000,150000,Diesel,Individual,Manual,First Owner,15.4 kmpl,1997 CC,120 bhp,280Nm@ 1800-2800rpm,7.0
4724,Maruti Alto LXi BSIII,2010,160000,80000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0
4725,Maruti Swift Vdi BSIII,2009,250000,105000,Diesel,Individual,Manual,Second Owner,17.8 kmpl,1248 CC,75 bhp,190Nm@ 2000rpm,5.0
4726,Mahindra Thar CRDe AC,2014,525000,70000,Diesel,Individual,Manual,Second Owner,16.55 kmpl,2498 CC,105 bhp,247Nm@ 1800-2000rpm,6.0
4727,Toyota Corolla Altis JS MT,2015,1100000,50000,Petrol,Individual,Manual,First Owner,14.28 kmpl,1798 CC,138.03 bhp,173Nm@ 4000rpm,5.0
4728,Ford Figo Diesel ZXI,2014,320000,120000,Diesel,Individual,Manual,Third Owner,20.0 kmpl,1399 CC,68.05 bhp,160Nm@ 2000rpm,5.0
4729,Tata Indigo TDI,2012,135000,146000,Diesel,Individual,Manual,First Owner,19.61 kmpl,1405 CC,70 bhp,135.4Nm@ 2500,5.0
4730,Ford Figo Diesel Titanium,2012,190000,112000,Diesel,Individual,Manual,Second Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5.0
4731,Volkswagen Polo Petrol Highline 1.2L,2012,415000,80000,Petrol,Individual,Manual,First Owner,16.47 kmpl,1198 CC,73.9 bhp,110Nm@ 3750rpm,5.0
4732,Maruti Celerio VXI MT BSIV,2018,385000,50000,Petrol,Individual,Manual,First Owner,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0
4733,Maruti Wagon R LXI BSIII,2012,225000,80000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0
4734,Honda Jazz 1.2 V i VTEC,2017,650000,25000,Petrol,Individual,Manual,First Owner,18.7 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5.0
4735,Honda City 1.3 EXI,2005,55000,130000,Petrol,Individual,Manual,First Owner,13.0 kmpl,1343 CC,90 bhp,11.3kgm@ 4700rpm,5.0
4736,Maruti Swift Dzire VDi,2012,430000,110000,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0
4737,Mahindra Scorpio LX,2011,550000,80000,Diesel,Individual,Manual,Second Owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,9.0
4738,Maruti Swift VDI BSIV,2014,470000,70000,Diesel,Individual,Manual,Second Owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
4739,Maruti Swift Dzire VDI,2019,700000,30000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5.0
4740,Tata Indica V2 DLS TC,2008,70000,100000,Diesel,Individual,Manual,First Owner,16.8 kmpl,1405 CC,62 bhp,"12.5@ 2,500(kgm@ rpm)",5.0
4741,Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018,990000,15000,Diesel,Individual,Manual,First Owner,25.1 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0
4742,Maruti Swift VXI,2012,328000,123000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5.0
4743,Maruti Wagon R LXI,2006,80000,150000,Petrol,Individual,Manual,Fourth & Above Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0
4744,Toyota Innova 2.5 G (Diesel) 8 Seater,2016,1000000,65000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,8.0
4745,Mahindra Bolero LX Non AC BSIII,2010,450000,78000,Diesel,Individual,Manual,First Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7.0
4746,Volkswagen Vento Diesel Comfortline,2011,300000,80000,Diesel,Individual,Manual,Second Owner,20.54 kmpl,1598 CC,103.6 bhp,250Nm@ 1500-2500rpm,5.0
4747,Tata Nano Lx,2011,70000,40000,Petrol,Individual,Manual,First Owner,26.0 kmpl,624 CC,35 bhp,4.8kgm@ 3000rpm,4.0
4748,Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2016,675000,52000,Diesel,Individual,Manual,First Owner,23.65 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0
4749,Honda City i VTEC V,2017,850000,11688,Petrol,Trustmark Dealer,Manual,First Owner,17.8 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm,5.0
4750,Maruti Swift 1.3 VXi,2009,220000,25000,Petrol,Individual,Manual,First Owner,,,,,
4751,Renault KWID 1.0 RXT Optional,2016,235000,60000,Petrol,Individual,Manual,First Owner,23.01 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5.0
4752,Skoda Rapid 1.5 TDI AT Style BSIV,2017,850000,35000,Diesel,Individual,Automatic,Second Owner,21.72 kmpl,1498 CC,108.6 bhp,250Nm@ 1500-2500rpm,5.0
4753,Chevrolet Optra Magnum 2.0 LS,2011,415000,78432,Diesel,Individual,Manual,First Owner,16.52 kmpl,1991 CC,123.7 bhp,305Nm@ 2000rpm,5.0
4754,Chevrolet Tavera Neo 3 10 Seats BSIII,2015,434000,120000,Diesel,Individual,Manual,First Owner,13.58 kmpl,2499 CC,72.4 bhp,171Nm@ 1800rpm,10.0
4755,Maruti Swift VDI Optional,2016,520000,50000,Diesel,Individual,Manual,Second Owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
4756,Maruti Alto 800 VXI,2015,270000,40000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0
4757,Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
4758,Maruti Zen Classic,1998,58000,80000,Petrol,Individual,Manual,Third Owner,17.3 kmpl,993 CC,60 bhp,78Nm@ 4500rpm,5.0
4759,Nissan Sunny Diesel XL,2013,325000,50000,Diesel,Individual,Manual,First Owner,21.64 kmpl,1461 CC,84.8 bhp,200Nm@ 2000rpm,5.0
4760,Mahindra Xylo D2 BSIV,2014,280000,100000,Diesel,Individual,Manual,First Owner,14.0 kmpl,2489 CC,95 bhp,220Nm at 1400-2600 rpm,8.0
4761,Ford EcoSport 1.5 Ti VCT AT Titanium BE BSIV,2015,680000,64000,Petrol,Dealer,Automatic,First Owner,16.05 kmpl,1499 CC,110.4 bhp,140Nm@ 4400rpm,5.0
4762,Maruti Wagon R AX,2006,75000,60000,Petrol,Individual,Automatic,First Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0
4763,Toyota Innova Crysta 2.8 GX AT 8S BSIV,2018,1800000,20000,Diesel,Dealer,Automatic,First Owner,11.36 kmpl,2755 CC,171.5 bhp,360Nm@ 1200-3400rpm,8.0
4764,Mahindra Bolero 2011-2019 SLE,2015,375000,80000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0
4765,Maruti Swift Dzire VXI,2013,450000,67000,Petrol,Individual,Manual,First Owner,19.1 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5.0
4766,Renault Duster 85PS Diesel RxL,2014,570000,40000,Diesel,Dealer,Manual,First Owner,20.45 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,5.0
4767,Tata Indica Vista TDI LS,2013,170000,162500,Diesel,Individual,Manual,First Owner,19.4 kmpl,1405 CC,70 bhp,135.4Nm@ 2500rpm,5.0
4768,Maruti Alto LXI,2004,90000,110000,Petrol,Individual,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0
4769,Honda City i VTEC VX Option BL,2016,925000,22000,Petrol,Individual,Manual,First Owner,17.8 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm,5.0
4770,Maruti A-Star Vxi,2011,347000,30000,Petrol,Individual,Manual,First Owner,19.0 kmpl,998 CC,66.1 bhp,90Nm@ 3500rpm,5.0
4771,Toyota Etios Liva G,2015,515000,30000,Petrol,Individual,Manual,First Owner,17.71 kmpl,1197 CC,78.9 bhp,104Nm@ 3100rpm,5.0
4772,Tata Zest Revotron 1.2T XMS,2018,459999,35000,Petrol,Individual,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm,5.0
4773,Mahindra Verito 1.5 D4 BSIII,2012,200000,80000,Diesel,Individual,Manual,Second Owner,20.8 kmpl,1461 CC,65 bhp,160Nm@ 2000rpm,5.0
4774,Honda Accord 2.4 M/T,2012,600000,144030,Petrol,Individual,Manual,First Owner,12.8 kmpl,2354 CC,177.6 bhp,222Nm@ 4300rpm,5.0
4775,Hyundai i10 Magna,2009,142000,110000,Petrol,Individual,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5.0
4776,Datsun RediGO SV 1.0,2019,325000,1300,Petrol,Individual,Manual,First Owner,22.5 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5.0
4777,Hyundai i20 1.2 Magna,2011,350000,98000,Petrol,Individual,Manual,First Owner,18.5 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5.0
4778,Renault Fluence 1.5,2013,580000,67000,Diesel,Individual,Manual,Second Owner,20.4 kmpl,1461 CC,108.5 bhp,240Nm@ 1850rpm,5.0
4779,Mahindra Bolero 2011-2019 ZLX,2015,540000,110000,Diesel,Individual,Manual,Second Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0
4780,Mahindra Scorpio 1.99 S8,2016,950000,50000,Diesel,Individual,Manual,First Owner,15.4 kmpl,1997 CC,120 bhp,280Nm@ 1800-2800rpm,7.0
4781,Honda Amaze VX i-DTEC,2013,350000,140000,Diesel,Individual,Manual,Third Owner,25.8 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0
4782,Maruti Swift Dzire VXI,2016,574000,35000,Petrol,Individual,Manual,Second Owner,20.85 kmpl,1197 CC,83.14 bhp,115Nm@ 4000rpm,5.0
4783,Maruti Alto 800 LXI,2014,180000,55000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0
4784,BMW 5 Series 520d Luxury Line,2016,2900000,12000,Diesel,Dealer,Automatic,First Owner,18.12 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5.0
4785,Maruti Swift Vdi BSIII,2008,195000,90000,Diesel,Individual,Manual,Third Owner,17.8 kmpl,1248 CC,75 bhp,190Nm@ 2000rpm,5.0
4786,Mahindra XUV500 AT W10 FWD,2015,900000,100000,Diesel,Individual,Automatic,Second Owner,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0
4787,Honda Jazz V,2018,600000,20000,Petrol,Individual,Manual,First Owner,18.2 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5.0
4788,Hyundai Elite i20 Asta Option CVT BSIV,2018,800000,25000,Petrol,Individual,Automatic,First Owner,17.4 kmpl,1197 CC,81.86 bhp,117nm@ 4000rpm,5.0
4789,Toyota Fortuner 4x4 AT,2017,2750000,60000,Diesel,Dealer,Automatic,Second Owner,12.55 kmpl,2982 CC,168.5 bhp,360Nm@ 1400-3200rpm,7.0
4790,Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0 kmpl,1969 CC,190 bhp,400Nm,5.0
4791,Hyundai Xcent 1.2 CRDi SX,2018,570000,80000,Diesel,Individual,Manual,First Owner,25.4 kmpl,1186 CC,73.97 bhp,190.25nm@ 1750-2250rpm,5.0
4792,Chevrolet Beat Diesel LT,2013,175000,76000,Diesel,Individual,Manual,First Owner,25.44 kmpl,936 CC,57.6 bhp,150Nm@ 1750rpm,5.0
4793,Mahindra Xylo E8,2009,161000,120000,Diesel,Individual,Manual,Third Owner,14.0 kmpl,2498 CC,112 bhp,260 Nm at 1800-2200 rpm,8.0
4794,Isuzu MUX 2WD,2019,2700000,10000,Diesel,Individual,Automatic,First Owner,13.8 kmpl,2999 CC,174.57 bhp,380NM@ 1800-2800rpm,7.0
4795,Honda City i-DTEC VX,2019,1110000,10500,Diesel,Individual,Manual,First Owner,25.6 kmpl,1498 CC,97.9 bhp,200Nm@ 1750rpm,5.0
